date,home_team,away_team,team_goals,player_team,own_goal,minute,player,assist1,assist2,OTgoal,ETgoal
"5/11/13","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",93,"Obafemi Martins","","",0,0
"4/27/13","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",76,"Cordell Cato","Nana Attakora-Gyan","Shea Salinas",0,0
"6/15/13","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",52,"Sam Cronin","Rafael Baca","",0,0
"5/11/13","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",54,"Lamar Neagle","Servando Carrasco","",0,0
"4/27/13","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",47,"Mario De Luna","","",0,0
"4/27/13","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",40,"Chris Wondolowski","Shea Salinas","",0,0
"7/3/13","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","Chicago Fire","TRUE",72,"Joel Lindpere","","",0,0
"7/3/13","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",84,"Chris Rolfe","Mike Magee","",0,0
"7/3/13","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",36,"Dilly Duka","Gonzalo Segares","",0,0
"7/6/13","New England Revolution","San Jose Earthquakes","New England Revolution","New England Revolution","FALSE",13,"Saer Sene","Lee Nguyen","",0,0
"3/16/13","Columbus Crew","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",73,"Justin Morrow","Ramiro Corrales","",0,0
"3/30/13","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",42,"Giles Barnes","Brad Davis","",0,0
"3/30/13","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",17,"Will Bruin","Boniek Garcí_a","",0,0
"4/27/13","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",51,"Tristan Bowen","Jorge Villafaí±a","",0,0
"6/1/13","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",38,"Robbie Findley","","",0,0
"7/3/13","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",47,"Patrick Nyarko","Dilly Duka","",0,0
"5/25/13","FC Dallas","San Jose Earthquakes","FC Dallas","FC Dallas","FALSE",33,"Fabian Castillo","David Ferreira","",0,0
"7/6/13","New England Revolution","San Jose Earthquakes","New England Revolution","New England Revolution","FALSE",78,"Dimitry Imbongo","Kelyn Rowe","Lee Nguyen",0,0
"4/14/13","Portland Timbers","San Jose Earthquakes","Portland Timbers","Portland Timbers","FALSE",78,"Will Johnson","","",0,0
"6/15/13","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",11,"Steven Lenhart","Justin Morrow","Alan Gordon",0,0
"6/1/13","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",33,"Ned Grabavoy","Robbie Findley","Javier Morales",0,0
"3/16/13","Columbus Crew","San Jose Earthquakes","Columbus Crew","Columbus Crew","FALSE",68,"Glauber","Federico Higuaí_n","",0,0
"7/3/13","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",14,"Alan Gordon","Steven Beitashour","",0,0
"6/22/13","D.C. United","San Jose Earthquakes","D.C. United","D.C. United","FALSE",11,"Chris Pontius","","",0,0
"5/11/13","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",46,"Mauro Rosales","","",0,1
"6/1/13","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",16,"Javier Morales","","",0,0
"5/11/13","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",28,"Lamar Neagle","Edward Johnson","Mauro Rosales",0,0
"5/23/09","Colorado Rapids","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",76,"Nate Jaqua","James Riley","Fredy Montero",0,0
"4/4/09","Toronto FC","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",15,"Freddie Ljungberg","Nate Jaqua","",0,0
"10/17/09","Sporting Kansas City","Seattle Sounders","Sporting Kansas City","Sporting Kansas City","FALSE",51,"Zoltan Hercegfalvi","Michael Harrington","",0,0
"8/23/09","Houston Dynamo","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",70,"Nate Jaqua","James Riley","Steve Zakuani",0,0
"5/2/09","Chicago Fire","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",74,"Tyrone Marshall","Freddie Ljungberg","",0,0
"8/23/09","Houston Dynamo","Seattle Sounders","Houston Dynamo","Houston Dynamo","FALSE",36,"Geoff Cameron","Brad Davis","",0,0
"8/2/09","San Jose Earthquakes","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","FALSE",78,"Darren Huckerby","","",0,0
"5/16/09","FC Dallas","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",18,"Jhon Kennedy Hurtado","Patrick Ianni","Nate Jaqua",0,0
"9/26/09","New England Revolution","Seattle Sounders","New England Revolution","New England Revolution","FALSE",87,"Shalrie Joseph","Wells Thompson","Jeff Larentowicz",0,0
"6/20/09","New York Red Bulls","Seattle Sounders","New York Red Bulls","New York Red Bulls","FALSE",40,"Juan Pablo Angel","","",0,0
"9/12/09","D.C. United","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",84,"Fredy Montero","James Riley","",0,0
"4/18/09","Chivas USA","Seattle Sounders","Chivas USA","Chivas USA","FALSE",84,"Chukwudi Chijindu","Gerson Mayí©n","Bojan Stepanovic",0,0
"5/23/09","Colorado Rapids","Seattle Sounders","Colorado Rapids","Colorado Rapids","FALSE",25,"Colin Clark","Mehdi Ballouchy","Omar Cummings",0,0
"10/17/09","Sporting Kansas City","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",69,"Roger Levesque","Freddie Ljungberg","Tyrone Marshall",0,0
"10/17/09","Sporting Kansas City","Seattle Sounders","Sporting Kansas City","Sporting Kansas City","FALSE",53,"Josh Wolff","Davy Arnaud","",0,0
"8/2/09","San Jose Earthquakes","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","TRUE",2,"Osvaldo Alonso","","",0,0
"10/17/09","Sporting Kansas City","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",27,"Tyrone Marshall","","",0,0
"9/26/09","New England Revolution","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",6,"Fredy Montero","","",0,0
"8/15/09","LA Galaxy","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",22,"Steve Zakuani","Brad Evans","",0,0
"5/2/09","Chicago Fire","Seattle Sounders","Chicago Fire","Chicago Fire","FALSE",68,"Marco Pappa","Cuauhtí©moc Blanco","",0,0
"8/8/09","Real Salt Lake","Seattle Sounders","Real Salt Lake","Real Salt Lake","FALSE",62,"Robbie Findley","Nick Rimando","",0,0
"6/20/09","New York Red Bulls","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",48,"Fredy Montero","","",0,1
"8/15/09","LA Galaxy","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",54,"Fredy Montero","Peter Vagenas","Nate Jaqua",0,0
"5/16/09","FC Dallas","Seattle Sounders","FC Dallas","FC Dallas","FALSE",48,"Andre Rocha","Marcelo Saragosa","",0,1
"6/6/09","Chivas USA","Seattle Sounders","Chivas USA","Chivas USA","FALSE",38,"Eduardo Lillingston","","",0,0
"10/17/09","Sporting Kansas City","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",76,"Nate Jaqua","Freddie Ljungberg","",0,0
"4/18/09","Chivas USA","Seattle Sounders","Chivas USA","Seattle Sounders","TRUE",32,"James Riley","","",0,0
"9/12/09","D.C. United","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",5,"Steve Zakuani","Peter Vagenas","",0,0
"10/3/09","Columbus Crew","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",36,"Roger Levesque","","",0,0
"4/4/09","Toronto FC","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",45,"Steve Zakuani","","",0,0
"5/23/09","Colorado Rapids","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",17,"Fredy Montero","","",0,0
"5/23/09","Colorado Rapids","Seattle Sounders","Colorado Rapids","Colorado Rapids","FALSE",47,"Conor Casey","Colin Clark","",0,0
"8/2/09","San Jose Earthquakes","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","FALSE",84,"Chris Wondolowski","Shea Salinas","",0,0
"8/2/09","San Jose Earthquakes","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","FALSE",54,"Cornell Glen","Ramí_n Síçnchez","Shea Salinas",0,0
"9/12/09","D.C. United","Seattle Sounders","D.C. United","D.C. United","FALSE",54,"Rodney Wallace","","",0,0
"9/26/09","New England Revolution","Seattle Sounders","New England Revolution","New England Revolution","FALSE",51,"Shalrie Joseph","","",0,0
"9/25/10","Chicago Fire","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",88,"Blaise Nkufo","Steve Zakuani","",0,0
"9/4/10","New England Revolution","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",59,"Steve Zakuani","Alvaro Ferníçndez","James Riley",0,0
"6/27/10","Philadelphia Union","Seattle Sounders","Philadelphia Union","Philadelphia Union","FALSE",79,"Fred","Sí©bastien Le Toux","",0,0
"10/9/10","Sporting Kansas City","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",78,"Alvaro Fernandez","Nate Jaqua","",0,0
"7/4/10","LA Galaxy","Seattle Sounders","LA Galaxy","LA Galaxy","FALSE",48,"Vitor Gomes Pereira Junior","Michael Stephens","",0,0
"9/4/10","New England Revolution","Seattle Sounders","New England Revolution","New England Revolution","FALSE",70,"Chris Tierney","Alston","Shalrie Joseph",0,0
"5/15/10","New York Red Bulls","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",85,"Fredy Montero","Tyrone Marshall","Brad Evans",0,0
"10/23/10","Houston Dynamo","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",12,"James Riley","Nate Jaqua","",0,0
"10/9/10","Sporting Kansas City","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",66,"Sanna Nyassi","Nate Jaqua","",0,0
"4/10/10","Real Salt Lake","Seattle Sounders","Real Salt Lake","Real Salt Lake","FALSE",53,"Will Johnson","Robbie Findley","Robbie Russell",0,0
"5/29/10","Colorado Rapids","Seattle Sounders","Colorado Rapids","Colorado Rapids","FALSE",63,"Conor Casey","","",0,0
"4/22/10","FC Dallas","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",55,"Fredy Montero","","",0,0
"10/23/10","Houston Dynamo","Seattle Sounders","Houston Dynamo","Houston Dynamo","FALSE",46,"Cam Weaver","Brad Davis","Mike Chabala",0,0
"9/4/10","New England Revolution","Seattle Sounders","New England Revolution","New England Revolution","FALSE",73,"Marko Perovic","","",0,0
"4/22/10","FC Dallas","Seattle Sounders","FC Dallas","FC Dallas","FALSE",27,"Jeff Cunningham","","",0,0
"9/18/10","Columbus Crew","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",42,"Nathan Sturgis","","",0,0
"7/15/10","D.C. United","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",89,"Roger Levesque","Sanna Nyassi","Fredy Montero",0,0
"4/25/10","Toronto FC","Seattle Sounders","Toronto FC","Toronto FC","FALSE",58,"Dwayne De Rosario","","",0,0
"4/22/10","FC Dallas","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",38,"Steve Zakuani","Osvaldo Alonso","",0,0
"10/23/10","Houston Dynamo","Seattle Sounders","Houston Dynamo","Houston Dynamo","FALSE",27,"Geoff Cameron","Brad Davis","Dominic Oduro",0,0
"7/4/10","LA Galaxy","Seattle Sounders","LA Galaxy","Seattle Sounders","TRUE",77,"James Riley","","",0,0
"9/4/10","New England Revolution","Seattle Sounders","New England Revolution","New England Revolution","FALSE",81,"Kheli Dube","Ilija Stolica","",0,0
"7/4/10","LA Galaxy","Seattle Sounders","LA Galaxy","LA Galaxy","FALSE",19,"Edson Buddle","Landon Donovan","",0,0
"9/18/10","Columbus Crew","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",39,"Blaise Nkufo","","",0,0
"6/27/10","Philadelphia Union","Seattle Sounders","Philadelphia Union","Philadelphia Union","FALSE",54,"Sebastien Le Toux","","",0,0
"7/31/10","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",26,"Fredy Montero","Sanna Nyassi","",0,0
"4/10/10","Real Salt Lake","Seattle Sounders","Real Salt Lake","Real Salt Lake","FALSE",93,"Alvaro Saborio","Ní©lson Gonzíçlez","",0,0
"7/4/10","LA Galaxy","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",66,"Steve Zakuani","Fredy Montero","",0,0
"10/9/10","Sporting Kansas City","Seattle Sounders","Sporting Kansas City","Sporting Kansas City","FALSE",84,"Davy Arnaud","","",0,0
"4/25/10","Toronto FC","Seattle Sounders","Toronto FC","Toronto FC","FALSE",76,"O'Brian White","Dan Gargan","Dwayne De Rosario",0,0
"9/18/10","Columbus Crew","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",4,"Blaise Nkufo","","",0,0
"4/10/10","Real Salt Lake","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",72,"Tyrone Marshall","Freddie Ljungberg","",0,0
"6/27/10","Philadelphia Union","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",44,"Pat Noonan","Steve Zakuani","Fredy Montero",0,0
"6/27/10","Philadelphia Union","Seattle Sounders","Philadelphia Union","Philadelphia Union","FALSE",84,"Danny Mwanga","Sí©bastien Le Toux","",0,0
"4/22/10","FC Dallas","Seattle Sounders","FC Dallas","FC Dallas","FALSE",94,"Jeff Cunningham","","",0,0
"9/18/10","Columbus Crew","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",75,"Blaise Nkufo","Steve Zakuani","",0,0
"7/10/11","Portland Timbers","Seattle Sounders","Portland Timbers","Seattle Sounders","TRUE",46,"Jeff Parke","","",0,0
"4/2/11","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",17,"Brad Evans","Erik Friberg","Mauro Rosales",0,0
"10/22/11","Chivas USA","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",73,"Sammy Ochoa","Roger Levesque","Fredy Montero",0,0
"5/4/11","D.C. United","Seattle Sounders","D.C. United","D.C. United","FALSE",52,"Charlie Davies","Andy Najar","Josh Wolff",0,0
"10/1/11","New England Revolution","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",48,"Fredy Montero","Nate Jaqua","",0,1
"8/20/11","FC Dallas","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",15,"Mauro Rosales","Fredy Montero","",0,0
"10/22/11","Chivas USA","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",68,"Alvaro Fernandez","Brad Evans","",0,0
"8/6/11","Sporting Kansas City","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",92,"Lamar Neagle","Mike Fucito","",0,0
"8/6/11","Sporting Kansas City","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",90,"Mauro Rosales","","",0,0
"4/16/11","Philadelphia Union","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",91,"Alvaro Fernandez","Fredy Montero","",0,0
"4/22/11","Colorado Rapids","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",19,"Fredy Montero","O'Brian White","Mauro Rosales",0,0
"9/24/11","Vancouver Whitecaps","Seattle Sounders","Vancouver Whitecaps","Vancouver Whitecaps","FALSE",22,"Camilo Sanvezzo","Eric Hassli","Davide Chiumiento",0,0
"9/24/11","Vancouver Whitecaps","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",64,"Fredy Montero","","",0,0
"5/7/11","Columbus Crew","Seattle Sounders","Columbus Crew","Columbus Crew","FALSE",67,"Emilio Renteria","","",0,0
"4/2/11","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",42,"O'Brian White","Steve Zakuani","",0,0
"7/30/11","Houston Dynamo","Seattle Sounders","Houston Dynamo","Houston Dynamo","FALSE",7,"Colin Clark","","",0,0
"5/4/11","D.C. United","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",71,"Brad Evans","","",0,0
"4/16/11","Philadelphia Union","Seattle Sounders","Philadelphia Union","Philadelphia Union","FALSE",32,"Carlos Ruiz","","",0,0
"10/22/11","Chivas USA","Seattle Sounders","Chivas USA","Chivas USA","FALSE",83,"Victor Estupinan","Mariano Trujillo","Andrew Boyens",0,0
"5/28/11","Real Salt Lake","Seattle Sounders","Real Salt Lake","Real Salt Lake","FALSE",88,"Nelson Gonzalez","","",0,0
"9/24/11","Vancouver Whitecaps","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",67,"Fredy Montero","Leonardo Gonzíçlez","Brad Evans",0,0
"5/28/11","Real Salt Lake","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",71,"Patrick Ianni","Nate Jaqua","Fredy Montero",0,0
"5/28/11","Real Salt Lake","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",84,"Lamar Neagle","Tyson Wahl","",0,0
"5/7/11","Columbus Crew","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",7,"Fredy Montero","Erik Friberg","",0,0
"4/2/11","San Jose Earthquakes","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","FALSE",32,"Simon Dawkins","Bobby Convey","",0,0
"10/1/11","New England Revolution","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",36,"Fredy Montero","","",0,0
"7/30/11","Houston Dynamo","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",36,"Alvaro Fernandez","","",0,0
"3/19/11","New York Red Bulls","Seattle Sounders","New York Red Bulls","New York Red Bulls","FALSE",70,"Juan Agudelo","Teemu Tainio","",0,0
"7/30/11","Houston Dynamo","Seattle Sounders","Houston Dynamo","Houston Dynamo","FALSE",71,"Brian Ching","Hunter Freeman","Colin Clark",0,0
"8/6/11","Sporting Kansas City","Seattle Sounders","Sporting Kansas City","Sporting Kansas City","FALSE",20,"Kei Kamara","Matt Besler","",0,0
"10/1/11","New England Revolution","Seattle Sounders","New England Revolution","New England Revolution","FALSE",35,"Diego Fagundez","Benny Feilhaber","",0,0
"7/10/11","Portland Timbers","Seattle Sounders","Portland Timbers","Portland Timbers","FALSE",69,"Jorge Perlaza","Diego Charíç","",0,0
"7/10/11","Portland Timbers","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",57,"Fredy Montero","","",0,0
"5/4/11","D.C. United","Seattle Sounders","D.C. United","D.C. United","FALSE",31,"Josh Wolff","Andy Najar","Charlie Davies",0,0
"9/24/11","Vancouver Whitecaps","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",33,"Brad Evans","","",0,0
"7/30/11","Houston Dynamo","Seattle Sounders","Houston Dynamo","Houston Dynamo","FALSE",23,"Brian Ching","Brad Davis","Geoff Cameron",0,0
"7/10/11","Portland Timbers","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",74,"Fredy Montero","Lamar Neagle","Mauro Rosales",0,0
"7/10/11","Portland Timbers","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",83,"Osvaldo Alonso","","",0,0
"10/22/11","Chivas USA","Seattle Sounders","Seattle Sounders","Chivas USA","TRUE",53,"Andrew Boyens","","",0,0
"6/18/11","Toronto FC","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",90,"Fredy Montero","","",0,0
"4/2/11","San Jose Earthquakes","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","FALSE",52,"Khari Stephenson","","",0,0
"8/11/12","San Jose Earthquakes","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","FALSE",93,"Steven Lenhart","Shea Salinas","",0,0
"8/25/12","Chivas USA","Seattle Sounders","Chivas USA","Chivas USA","FALSE",38,"Juan Agudelo","","",0,0
"5/26/12","Chivas USA","Seattle Sounders","Chivas USA","Chivas USA","FALSE",57,"Juan Agudelo","Peter Vagenas","James Riley",0,0
"7/15/12","New York Red Bulls","Seattle Sounders","New York Red Bulls","New York Red Bulls","FALSE",61,"Joel Lindpere","Brandon Barklage","",0,0
"6/24/12","Portland Timbers","Seattle Sounders","Seattle Sounders","Seattle Sounders","FALSE",58,"Eddie Johnson","Zach Scott","",0,0
